Source,Block Name,Variable Name,Variable Description,Value,Value Description
ALSPAC,wave1m,covid1m_4067,DV: Number of missing questions - Moods and feelings Q: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4067,DV: Number of missing questions - Moods and feelings Q: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4067,DV: Number of missing questions - Moods and feelings Q: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4067,DV: Number of missing questions - Moods and feelings Q: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4067,DV: Number of missing questions - Moods and feelings Q: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4070,c3a: In past two weeks how often pp felt nervous/anxious/on edge: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4071,c3b: In past two weeks how often pp not able to stop or control worrying: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4072,c3c: In past two weeks how often pp worrying too much about things: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4073,c3d:  In past two weeks how often participant  had trouble relaxing : COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4074,c3e: In past two weeks how often pp so restless was hard to sit still: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4075,c3f:  In past two weeks how often pp became easily annoyed or irritable: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,0,Not at all
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,1,Less than half the days
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,2,More than half the days
ALSPAC,wave1m,covid1m_4076,c3g: In past 2wks freq pp felt afraid as if something awful might happen: COVID1,3,Nearly every day
ALSPAC,wave1m,covid1m_4080,DV: Total score - GAD7: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4080,DV: Total score - GAD7: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4080,DV: Total score - GAD7: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4080,DV: Total score - GAD7: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4080,DV: Total score - GAD7: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,1,No anxiety (0-4)
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,2,Mild anxiety (5-9)
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,3,Moderate anxiety (10-14)
ALSPAC,wave1m,covid1m_4081,DV: Total score - GAD7: categories of anxiety: COVID1,4,Severe anxiety (14-21)
ALSPAC,wave1m,covid1m_4082,DV: Number of missing questions - GAD7: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4082,DV: Number of missing questions - GAD7: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4082,DV: Number of missing questions - GAD7: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4082,DV: Number of missing questions - GAD7: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4082,DV: Number of missing questions - GAD7: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,0,None of the time
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,1,Rarely
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,2,Some of the time
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,3,Often
ALSPAC,wave1m,covid1m_4100,c4a: In past two weeks how often pp felt optimistic about the future: COVID1,4,All of the time
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,0,None of the time
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,1,Rarely
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,2,Some of the time
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,3,Often
ALSPAC,wave1m,covid1m_4101,c4b: In past two weeks how often participant felt useful: COVID1,4,All of the time
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,0,None of the time
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,1,Rarely
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,2,Some of the time
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,3,Often
ALSPAC,wave1m,covid1m_4102,c4c: In past two weeks how often participant felt relaxed: COVID1,4,All of the time
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,0,None of the time
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,1,Rarely
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,2,Some of the time
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,3,Often
ALSPAC,wave1m,covid1m_4103,c4d: In past two weeks how often pp felt interested in other people: COVID1,4,All of the time
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,0,None of the time
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,1,Rarely
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,2,Some of the time
ALSPAC,wave1m,covid1m_4104,c4e: In past two weeks how often participant has had energy to spare: COVID1,3,Often
